"Date","Apple","Samsung","LG","Motorola","Unknown","Huawei","Google","HTC","ZTE","Nokia","Alcatel","Xiaomi","Sony","RIM","OnePlus","Lenovo","Kyocera","Oppo","Vivo","Asus","T-Mobile","Blu","Coolpad","Lanix","Realme","HP","Honor","Micromax","Mobicel","Pantech","Tecno","Infinix","Hisense","Sumsung","TCL","RCA","Nintendo","Acer","Sharp","BlackBerry","Unimax","General Mobile","BBK","AT&T","Lava","Telcel","Other"
2019-06,48.29,27.21,6.62,4.93,2.29,2.59,2.31,0.26,1.1,0.23,0.65,0.82,0.38,0.06,0.44,0.24,0.11,0.23,0,0.16,0.05,0.07,0.05,0.12,0,0.01,0,0.01,0.16,0,0.02,0.01,0.09,0.11,0,0.01,0,0.01,0,0.02,0,0.01,0.02,0,0.03,0.03,0.24
2019-07,50.11,26.19,6.21,5.01,1.88,2.68,2.26,0.26,1.02,0.24,0.59,0.86,0.37,0.07,0.43,0.25,0.08,0.23,0,0.15,0.04,0.06,0.05,0.12,0,0.01,0,0.01,0.18,0,0.02,0.02,0.1,0.11,0,0.01,0,0.01,0,0.02,0,0.01,0.02,0,0.03,0.03,0.24
2019-08,50.43,25.51,6.26,5.01,1.77,2.66,2.34,0.25,0.99,0.25,0.81,1,0.35,0.06,0.45,0.24,0.08,0.27,0.01,0.15,0.04,0.05,0.04,0.1,0.02,0.01,0,0.02,0.2,0,0.02,0.02,0.09,0.11,0,0.01,0,0.01,0,0.02,0.03,0.01,0.03,0,0.03,0.02,0.26
2019-09,50.02,26.33,6.06,4.94,1.2,3.54,2.23,0.23,0.88,0.25,0.75,0.94,0.33,0.05,0.5,0.21,0.07,0.22,0.01,0.13,0.04,0.05,0.09,0.1,0.03,0.01,0,0.02,0.18,0,0.02,0.02,0.08,0.1,0,0.01,0,0.01,0,0.02,0.03,0.01,0.02,0,0.03,0.02,0.24
2019-10,48.29,27.95,6.13,4.88,1.25,3.81,2.25,0.21,0.82,0.25,0.71,0.91,0.3,0.05,0.53,0.2,0.07,0.2,0,0.12,0.03,0.05,0.12,0.09,0.03,0.01,0,0.01,0.18,0,0.02,0.02,0.08,0.1,0,0.01,0,0.01,0,0.01,0.03,0.01,0.02,0,0.02,0.02,0.21
2019-11,50.47,27.42,5.8,4.45,1.08,3.45,2.29,0.18,0.77,0.23,0.64,0.83,0.27,0.04,0.52,0.18,0.09,0.19,0,0.11,0.05,0.04,0.13,0.07,0.04,0.01,0,0.01,0.17,0,0.02,0.02,0.06,0.09,0,0.01,0,0.01,0,0.01,0.04,0.01,0.02,0,0.02,0.01,0.18
2019-12,51.24,27.74,5.78,4.31,0.97,2.99,2.37,0.16,0.69,0.21,0.6,0.71,0.23,0.04,0.54,0.14,0.11,0.15,0,0.09,0.07,0.03,0.15,0.05,0.03,0,0.01,0,0.13,0,0.01,0.02,0.04,0.09,0,0,0,0.01,0,0.02,0.05,0.01,0.01,0,0.01,0.01,0.16
2020-01,52,26.8,5.41,4.28,0.91,3.53,2.31,0.15,0.68,0.22,0.59,0.83,0.24,0.04,0.56,0.14,0.08,0.15,0.01,0.09,0.08,0.03,0.14,0.06,0.04,0,0.02,0,0.13,0,0.02,0.02,0.05,0.09,0,0,0,0.01,0,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.17
2020-02,52.67,26.33,5.21,4.23,0.87,3.64,2.3,0.14,0.66,0.23,0.59,0.86,0.24,0.03,0.57,0.14,0.08,0.15,0.01,0.09,0.07,0.02,0.13,0.06,0.04,0,0.03,0,0.13,0,0.01,0.02,0.05,0.08,0,0,0,0,0,0.02,0.04,0.01,0.02,0.03,0.01,0.01,0.18
2020-03,54.62,25.69,4.89,3.9,0.8,3.42,2.29,0.12,0.59,0.19,0.54,0.8,0.22,0.03,0.56,0.13,0.07,0.14,0.01,0.08,0.07,0.02,0.12,0.04,0.04,0,0.03,0,0.11,0,0.01,0.02,0.04,0.08,0,0,0,0,0,0.02,0.03,0.01,0.01,0.03,0.01,0.01,0.19
2020-04,55.53,25.27,4.75,3.89,0.75,3.37,2.23,0.11,0.56,0.18,0.54,0.78,0.21,0.03,0.56,0.13,0.07,0.12,0.01,0.07,0.06,0.02,0.12,0.04,0.03,0,0.04,0,0.1,0,0.01,0.01,0.04,0.07,0,0,0,0,0,0.02,0.03,0,0.01,0.03,0.01,0.01,0.17
2020-05,52.49,26.33,5.13,4.4,0.91,3.74,2.32,0.12,0.67,0.2,0.68,0.82,0.23,0.03,0.57,0.16,0.08,0.11,0.01,0.08,0.07,0.03,0.11,0.05,0.03,0.01,0.04,0,0.1,0,0.02,0.02,0.05,0.08,0,0,0,0.01,0,0.02,0.05,0.01,0.01,0.04,0.01,0.01,0.18
2020-06,51.24,26.92,4.79,4.72,0.99,4.26,2.38,0.12,0.64,0.21,0.55,0.94,0.24,0.03,0.58,0.16,0.08,0.12,0.01,0.08,0.06,0.02,0.1,0.05,0.03,0.01,0.05,0,0.11,0,0.02,0.02,0.05,0.08,0,0,0,0,0,0.02,0.04,0.01,0.01,0.04,0.01,0.01,0.19
2020-07,52.24,26.52,4.54,4.56,1.01,4.16,2.36,0.11,0.59,0.22,0.51,0.97,0.23,0.03,0.58,0.16,0.08,0.13,0.01,0.08,0.06,0.02,0.09,0.05,0.04,0.01,0.06,0,0.12,0,0.02,0.02,0.04,0.08,0,0,0,0,0,0.02,0.02,0.01,0.01,0.04,0.01,0.01,0.18
2020-08,52.79,26.22,4.38,4.6,1.09,4.15,2.28,0.1,0.56,0.22,0.48,0.97,0.22,0.03,0.58,0.16,0.08,0.13,0.01,0.07,0.06,0.02,0.09,0.05,0.04,0.01,0.06,0,0.11,0,0.02,0.02,0.04,0.08,0,0,0,0,0,0.02,0.02,0.01,0.01,0.04,0.01,0.01,0.17
2020-09,53.55,25.99,4.36,4.43,1.01,3.94,2.26,0.09,0.53,0.21,0.45,1.01,0.2,0.03,0.59,0.15,0.08,0.14,0.01,0.07,0.05,0.02,0.08,0.04,0.04,0,0.07,0,0.11,0,0.03,0.03,0.04,0.08,0,0,0,0,0,0.02,0.02,0,0.01,0.04,0.01,0.01,0.16
2020-10,53.73,25.69,4.24,4.59,1.1,3.95,2.25,0.09,0.52,0.21,0.43,1.1,0.19,0.03,0.59,0.16,0.08,0.16,0.01,0.06,0.04,0.02,0.09,0.04,0.05,0,0.06,0,0.09,0,0.04,0.04,0.04,0.08,0,0,0,0,0,0.02,0.01,0,0.01,0.04,0.01,0.01,0.15
2020-11,55.59,25.07,4.02,4.3,1.28,3.43,2.28,0.07,0.45,0.18,0.37,1.03,0.16,0.03,0.58,0.15,0.08,0.16,0.01,0.06,0.03,0.01,0.09,0.04,0.06,0,0.01,0,0,0,0.05,0.04,0.03,0.08,0,0,0,0,0,0.02,0.01,0,0.01,0.04,0.01,0.01,0.14
2020-12,55.94,25.3,4.17,4.08,1.02,3.16,2.17,0.07,0.41,0.17,0.34,1.1,0.14,0.02,0.57,0.14,0.09,0.19,0.13,0.06,0.08,0.01,0.08,0.03,0.08,0,0.01,0,0,0,0.05,0.05,0.02,0.08,0,0,0,0,0,0.02,0.04,0,0.01,0.03,0.01,0.01,0.13
2021-01,56.22,25.05,4.07,4.05,1,3.18,2.19,0.06,0.4,0.17,0.31,1.16,0.13,0.02,0.56,0.14,0.08,0.22,0.15,0.06,0.1,0.01,0.08,0.03,0.09,0,0.01,0,0,0,0.05,0.05,0.02,0.07,0,0,0,0,0,0.02,0.04,0,0.01,0.03,0.01,0,0.14
2021-02,55.5,25.32,4.17,4.17,1.08,3.16,2.17,0.06,0.41,0.17,0.31,1.26,0.13,0.02,0.56,0.16,0.08,0.23,0.17,0.05,0.12,0.01,0.08,0.03,0.11,0,0.01,0,0,0,0.05,0.05,0.02,0.07,0,0,0,0,0,0.02,0.04,0,0.01,0.03,0.01,0,0.14
2021-03,55.22,25.49,4.19,4.2,1.18,3.07,2.18,0.05,0.39,0.18,0.28,1.29,0.12,0.02,0.58,0.15,0.08,0.26,0.19,0.06,0.13,0.01,0.09,0.02,0.12,0,0.01,0,0,0,0.05,0.05,0.02,0.07,0,0,0,0,0,0.02,0.04,0,0.01,0.03,0.01,0,0.12
2021-04,54.62,25.49,4.15,4.27,1.63,3.06,2.17,0.05,0.38,0.19,0.26,1.41,0.11,0.03,0.58,0.15,0.08,0.28,0.21,0.06,0.13,0.01,0.08,0.02,0.13,0,0.02,0,0,0,0.05,0.05,0.02,0.07,0,0,0,0,0,0.02,0.04,0,0.01,0.03,0.01,0,0.12
2021-05,53.93,25.79,4.24,4.33,1.86,2.96,2.15,0.05,0.35,0.18,0.24,1.5,0.1,0.02,0.57,0.16,0.08,0.32,0.23,0.06,0.15,0.01,0.09,0.02,0.16,0,0.02,0,0,0,0.05,0.05,0.02,0.07,0,0,0,0,0,0.02,0.05,0,0.01,0.03,0.01,0,0.12
2021-06,53.62,26.16,4.31,4.49,1.54,2.89,2.11,0.05,0.35,0.19,0.24,1.55,0.11,0.02,0.57,0.15,0.08,0.35,0.25,0.06,0.16,0.01,0.09,0.02,0.17,0,0.01,0,0,0,0.06,0.05,0.01,0.07,0,0,0,0,0,0.01,0.06,0,0.01,0.03,0.01,0,0.12
2021-07,53.6,26.28,4.27,4.52,1.61,2.75,2.1,0.04,0.33,0.19,0.23,1.52,0.1,0.02,0.6,0.16,0.08,0.35,0.25,0.05,0.17,0.01,0.09,0.02,0.16,0,0.01,0,0,0,0.06,0.06,0.02,0.07,0,0,0,0,0,0.01,0.08,0,0.01,0.03,0.01,0,0.12
2021-08,52.8,27.65,3.99,4.5,1.07,2.74,2.05,0.04,0.33,0.17,0.21,1.61,0.09,0.02,0.79,0.16,0.07,0.36,0.26,0.05,0.17,0.01,0.07,0.02,0.16,0,0.01,0,0,0,0.07,0.08,0.01,0.06,0,0,0,0,0,0.01,0.2,0,0.01,0.02,0.01,0,0.12
2021-09,52.98,27.59,3.86,4.66,1.08,2.72,1.97,0.04,0.34,0.17,0.2,1.68,0.09,0.02,0.78,0.16,0.07,0.37,0.25,0.05,0.16,0.01,0.07,0.02,0.16,0,0.01,0,0,0,0.06,0.07,0.01,0.06,0,0,0,0,0,0.01,0.12,0,0.01,0.02,0,0,0.11
2021-10,53.5,27.61,3.75,4.66,1.07,2.64,1.94,0.04,0.32,0.16,0.18,1.61,0.08,0.01,0.75,0.16,0.07,0.35,0.21,0.04,0.14,0.01,0.07,0.02,0.15,0,0.01,0,0,0,0.05,0.06,0.01,0.06,0,0,0,0,0,0.01,0.09,0,0.01,0.02,0,0,0.1
2021-11,54.45,27.39,3.52,4.71,1.08,2.4,1.87,0.03,0.31,0.15,0.17,1.55,0.08,0.01,0.74,0.15,0.07,0.33,0.18,0.04,0.13,0.01,0.07,0.01,0.14,0,0.01,0,0,0,0.05,0.05,0.01,0.06,0,0,0,0,0,0.01,0.08,0,0.01,0.02,0,0,0.09
2021-12,55.58,26.95,3.24,4.55,1.11,2.15,2.21,0.03,0.28,0.15,0.15,1.44,0.07,0.01,0.71,0.14,0.07,0.3,0.16,0.04,0.12,0.01,0.06,0.01,0.13,0,0.01,0,0,0,0.04,0.04,0.01,0.06,0,0,0,0,0,0.01,0.05,0,0,0.02,0,0,0.08
2022-01,55.98,27.06,2.95,4.65,0.95,1.82,2.14,0.03,0.28,0.15,0.15,1.47,0.07,0.01,0.79,0.13,0.07,0.32,0.16,0.04,0.18,0,0.05,0.01,0.14,0,0.01,0,0,0,0.04,0.04,0.01,0.05,0.05,0,0,0,0,0.01,0.04,0,0,0.04,0,0,0.09
2022-02,53.87,28.34,3.06,5.28,0.91,1.62,2.22,0.04,0.29,0.19,0.14,1.53,0.07,0.01,0.79,0.12,0.07,0.36,0.18,0.04,0.21,0,0.05,0.01,0.14,0,0.01,0,0,0,0.05,0.06,0.01,0.06,0.06,0,0,0,0,0.01,0.04,0,0,0.04,0,0,0.1
2022-03,54.15,28.47,2.9,5.17,1.01,1.56,2.23,0.03,0.27,0.2,0.13,1.43,0.07,0.01,0.79,0.12,0.07,0.33,0.17,0.03,0.21,0,0.05,0.01,0.13,0,0.01,0,0,0,0.05,0.05,0.01,0.06,0.06,0,0,0,0,0.01,0.04,0,0,0.04,0,0,0.09
2022-04,54.32,28.32,2.77,5.27,1.14,1.46,2.32,0.03,0.25,0.18,0.12,1.4,0.06,0.01,0.79,0.11,0.08,0.32,0.18,0.04,0.22,0,0.04,0.01,0.14,0,0.01,0,0,0,0.04,0.05,0.01,0.06,0.06,0,0,0,0,0.01,0.03,0,0.01,0.04,0,0,0.09
2022-05,54.1,28.47,2.61,5.37,1.06,1.51,2.31,0.03,0.25,0.19,0.12,1.51,0.06,0.01,0.79,0.11,0.07,0.36,0.2,0.04,0.22,0.01,0.04,0.01,0.15,0,0.02,0,0,0,0.05,0.06,0.01,0.05,0.06,0,0,0,0,0.01,0.03,0,0.01,0.03,0,0,0.1
2022-06,53.48,29.26,2.51,5.42,1.02,1.45,2.2,0.02,0.25,0.2,0.12,1.53,0.06,0.01,0.8,0.12,0.06,0.38,0.21,0.03,0.23,0.01,0.04,0.01,0.16,0,0.02,0,0,0,0.05,0.06,0.01,0.05,0.07,0,0,0,0,0.01,0.03,0,0.01,0.03,0,0,0.1
2022-07,52.41,30.39,2.47,5.53,1.01,1.4,2.17,0.02,0.25,0.21,0.11,1.52,0.05,0.01,0.79,0.12,0.06,0.38,0.19,0.03,0.23,0.01,0.04,0.01,0.16,0,0.02,0,0,0,0.05,0.06,0.01,0.05,0.07,0,0,0,0,0.01,0.03,0,0,0.04,0,0,0.09
2022-08,53.88,29.09,2.3,5.39,1.09,1.5,2.07,0.03,0.27,0.2,0.1,1.57,0.06,0.01,0.76,0.13,0.06,0.39,0.19,0.03,0.23,0.01,0.04,0.01,0.17,0,0.02,0,0,0,0.05,0.05,0,0.05,0.08,0,0,0,0,0.01,0.02,0,0.01,0.03,0,0,0.1
2022-09,52.83,29.94,2.21,5.42,1.05,1.39,2.14,0.04,0.26,0.21,0.09,1.55,0.05,0.01,0.79,0.12,0.06,0.42,0.23,0.03,0.26,0.04,0.04,0.01,0.19,0,0.03,0,0,0,0.06,0.06,0.01,0.05,0.12,0,0,0,0,0.01,0.02,0,0.01,0.05,0.01,0,0.2
2022-10,52.01,30.69,2.11,5.54,0.95,1.24,2.21,0.04,0.25,0.21,0.09,1.49,0.05,0.01,0.83,0.11,0.07,0.41,0.23,0.03,0.31,0.07,0.03,0,0.19,0,0.04,0,0,0,0.07,0.08,0,0.05,0.17,0,0,0,0,0.01,0.02,0,0.01,0.06,0.01,0,0.3
2022-11,53.13,29.86,1.89,5.59,0.99,1.15,2.15,0.04,0.23,0.21,0.08,1.53,0.05,0.01,0.83,0.11,0.07,0.42,0.23,0.02,0.3,0.07,0.03,0,0.19,0,0.04,0,0,0,0.08,0.08,0,0.04,0.17,0,0,0,0,0.01,0.02,0,0.01,0.06,0.01,0,0.29
2022-12,53.15,29.88,1.82,5.39,1.07,1.17,2.06,0.04,0.24,0.2,0.08,1.67,0.05,0.01,0.83,0.11,0.07,0.46,0.26,0.02,0.27,0.07,0.03,0,0.22,0,0.05,0,0,0,0.08,0.09,0,0.04,0.18,0,0,0,0,0.01,0.02,0,0.01,0.05,0,0,0.29
2023-01,54.76,28.82,1.7,5.15,1.11,1.15,2,0.04,0.24,0.18,0.07,1.69,0.05,0.01,0.78,0.11,0.07,0.47,0.26,0.03,0.23,0.06,0.03,0,0.22,0,0.05,0,0,0,0.07,0.09,0,0.04,0.17,0,0,0,0,0.01,0.01,0,0.01,0.05,0,0,0.26
2023-02,54.26,29.4,1.68,5.21,1.11,1.12,2.04,0.03,0.24,0.18,0.07,1.66,0.05,0.01,0.77,0.11,0.07,0.45,0.24,0.02,0.22,0.06,0.03,0,0.2,0,0.06,0,0,0,0.08,0.09,0,0.04,0.17,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.25
2023-03,54.34,29.41,1.79,5.24,1.2,1.05,1.99,0.05,0.23,0.21,0.06,1.59,0.05,0.01,0.75,0.11,0.07,0.42,0.21,0.02,0.21,0.06,0.03,0,0.18,0,0.06,0,0,0,0.07,0.07,0,0.04,0.16,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.24
2023-04,57.05,27.02,1.62,4.99,1.34,1.07,1.88,0.06,0.23,0.22,0.06,1.61,0.05,0.01,0.72,0.1,0.05,0.45,0.24,0.02,0.2,0.06,0.03,0,0.19,0,0.06,0,0,0,0.08,0.08,0,0.03,0.15,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.24
2023-05,58.81,25.2,1.35,4.61,2.25,0.99,1.88,0.04,0.21,0.18,0.05,1.59,0.04,0.01,0.68,0.1,0.05,0.48,0.25,0.02,0.2,0.07,0.02,0,0.21,0,0.08,0,0,0,0.08,0.09,0,0.03,0.13,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.22
2023-06,54.32,26.94,1.32,4.89,3.97,0.93,2.44,0.06,0.2,0.22,0.05,1.61,0.04,0.01,0.71,0.1,0.05,0.49,0.24,0.02,0.33,0.1,0.02,0,0.2,0,0.11,0,0,0,0.08,0.09,0,0.03,0.13,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.22
2023-07,54.29,26.87,1.22,4.79,4.36,0.9,2.45,0.04,0.18,0.18,0.05,1.6,0.04,0.01,0.7,0.1,0.05,0.49,0.26,0.02,0.31,0.1,0.02,0,0.21,0,0.12,0,0,0,0.09,0.09,0,0.03,0.13,0,0,0,0,0.01,0.01,0,0.01,0.04,0,0,0.22
2023-08,54.32,26.57,1.18,4.65,4.89,0.87,2.41,0.05,0.17,0.19,0.05,1.69,0.04,0.01,0.68,0.1,0.05,0.46,0.25,0.02,0.3,0.1,0.02,0,0.21,0,0.11,0,0,0,0.09,0.09,0,0.03,0.11,0,0,0,0,0,0.01,0,0.01,0.04,0,0,0.22
2023-09,53.92,26.78,1.12,4.68,5.04,0.86,2.36,0.05,0.17,0.2,0.05,1.8,0.04,0.01,0.66,0.09,0.05,0.48,0.25,0.02,0.3,0.1,0.02,0,0.21,0,0.12,0,0,0,0.1,0.1,0,0.03,0.11,0,0,0,0,0,0.01,0,0,0.03,0,0,0.2
2023-10,54.38,26.71,1.05,4.62,4.53,0.8,2.63,0.05,0.16,0.2,0.04,1.76,0.04,0.01,0.67,0.09,0.05,0.48,0.26,0.02,0.29,0.09,0.02,0,0.2,0,0.14,0,0,0,0.13,0.12,0,0.03,0.13,0,0,0,0,0,0.01,0,0,0.03,0,0,0.21
2023-11,56.15,24.91,0.93,4.33,4.89,0.82,2.45,0.06,0.16,0.19,0.04,1.91,0.04,0.01,0.65,0.09,0.04,0.5,0.28,0.02,0.28,0.08,0.02,0,0.21,0,0.18,0,0,0,0.14,0.14,0,0.02,0.15,0,0,0,0,0,0.01,0,0,0.03,0,0,0.22
2023-12,58.3,22.71,0.76,4.01,5.62,0.82,2.27,0.05,0.16,0.19,0.04,2.01,0.04,0.01,0.59,0.09,0.04,0.52,0.3,0.02,0.22,0.07,0.01,0,0.23,0,0.2,0,0,0,0.17,0.15,0,0.02,0.13,0,0,0,0,0,0,0,0.01,0.03,0,0,0.2
2024-01,58.17,23.1,0.73,4.13,5.12,0.85,2.25,0.04,0.16,0.18,0.04,2.05,0.05,0.01,0.59,0.09,0.04,0.57,0.34,0.02,0.21,0.06,0.01,0,0.23,0,0.24,0,0,0,0.17,0.14,0,0.02,0.13,0,0,0,0,0,0,0,0.01,0.03,0,0,0.2
2024-02,57.54,23.17,0.74,4.2,5.22,0.85,2.32,0.04,0.17,0.19,0.04,2.13,0.05,0.01,0.6,0.1,0.04,0.64,0.38,0.02,0.22,0.06,0.01,0,0.25,0,0.25,0,0,0,0.19,0.15,0,0.02,0.14,0,0,0,0,0,0,0,0.01,0.02,0,0,0.21
2024-03,56.77,23.59,0.73,4.39,5.64,0.77,2.51,0.03,0.16,0.18,0.04,2.01,0.04,0.01,0.62,0.11,0.04,0.58,0.33,0.02,0.23,0.06,0.01,0,0.22,0,0.24,0,0,0,0.16,0.13,0,0.02,0.12,0,0,0,0,0,0,0,0.01,0.02,0,0,0.19
2024-04,54.84,25.08,0.76,4.61,5.16,0.76,2.88,0.03,0.15,0.18,0.04,2.08,0.04,0.01,0.66,0.1,0.04,0.63,0.38,0.02,0.28,0.06,0.01,0,0.22,0,0.27,0,0,0,0.16,0.15,0,0.01,0.12,0,0,0,0,0,0,0,0.01,0.03,0,0,0.22
2024-05,53.85,25.47,0.71,4.74,4.99,0.74,3.24,0.02,0.15,0.19,0.04,2.18,0.03,0,0.68,0.09,0.03,0.71,0.45,0.02,0.3,0.06,0.01,0,0.24,0,0.3,0,0,0,0.18,0.16,0,0.01,0.11,0,0,0,0,0,0,0,0.01,0.04,0,0,0.2
2024-06,54.16,24.19,0.64,4.39,4.56,0.95,3.31,0.02,0.16,0.17,0.03,2.85,0.04,0,0.68,0.11,0.03,1.12,0.78,0.02,0.24,0.05,0.01,0,0.28,0,0.49,0,0,0,0.17,0.16,0,0.01,0.1,0,0,0,0,0,0,0,0.03,0.03,0,0,0.17
2024-07,54.46,24.1,0.62,4.41,4.97,0.88,3.54,0.01,0.14,0.15,0.03,2.61,0.03,0,0.65,0.09,0.03,0.97,0.67,0.02,0.23,0.05,0.01,0,0.26,0,0.44,0,0,0,0.15,0.14,0,0.01,0.1,0,0,0,0,0,0,0,0.02,0.02,0,0,0.15
2024-08,55.52,23.95,0.54,3.98,4.44,0.87,3.69,0.02,0.14,0.14,0.03,2.69,0.03,0,0.61,0.09,0.03,0.87,0.75,0.02,0.19,0.04,0.01,0,0.27,0,0.43,0,0,0,0.18,0.15,0,0.01,0.09,0,0,0,0,0,0,0,0.02,0.02,0,0,0.16
2024-09,55.82,23.52,0.49,3.97,3.9,0.8,4.76,0.01,0.15,0.14,0.03,2.46,0.03,0,0.61,0.08,0.03,0.76,0.77,0.02,0.19,0.05,0.01,0,0.27,0,0.44,0,0,0,0.21,0.16,0,0.01,0.09,0,0,0,0,0,0,0,0.01,0.02,0.01,0,0.18
2024-10,51.31,23.73,0.39,3.24,3.03,0.56,12.83,0.01,0.11,0.11,0.02,1.78,0.02,0,0.47,0.06,0.02,0.53,0.51,0.01,0.16,0.04,0.01,0,0.2,0,0.32,0,0,0,0.17,0.12,0,0.01,0.07,0,0,0,0,0,0,0,0.01,0.02,0,0,0.14
2024-11,54.91,23.84,0.38,3.56,3.31,0.5,8.74,0.01,0.13,0.11,0.02,1.73,0.02,0,0.48,0.06,0.03,0.52,0.4,0.01,0.17,0.04,0,0,0.2,0,0.3,0,0,0,0.17,0.12,0,0.01,0.07,0,0,0,0,0,0,0,0.01,0.02,0,0,0.14
2024-12,50.08,23.67,0.43,5.17,5.08,0.88,6.05,0.01,0.46,0.13,0.02,3.12,0.03,0,0.55,0.07,0.03,1.41,0.79,0.01,0.17,0.05,0.01,0,0.34,0,0.77,0,0,0,0.2,0.16,0,0.01,0.09,0,0,0,0,0,0,0,0.01,0.02,0,0,0.17
